group_code,group_label,index,doy_bin_label,doy_bin_center,n_dates,support_pixels_total,env_q_low,env_q_med,env_q_high,curve_min,curve_med,curve_max,median_of_date_q10,median_of_date_q90,min_of_date_min,max_of_date_max
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,361-365,363,2,20168,0.6150613248348236,0.6213297545909882,0.6275981843471528,0.6134942173957825,0.6213297545909882,0.6291652917861938,0.39032554626464844,0.7548395395278931,-0.031491462141275406,1.0
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,001-030,16,4,34941,0.48948749005794523,0.5259044170379639,0.6693317830562592,0.47585347294807434,0.5259044170379639,0.7288274168968201,0.3687877357006073,0.6465544700622559,0.030496347695589066,1.0
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,031-060,46,3,30380,0.33178603649139404,0.512273907661438,0.753076720237732,0.28666406869888306,0.512273907661438,0.8132774233818054,0.27519097924232483,0.6656064987182617,-0.0016963963862508535,1.0
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,061-090,76,2,26741,0.7028870046138763,0.7091757953166962,0.715464586019516,0.7013148069381714,0.7091757953166962,0.717036783695221,0.45568834245204926,0.8410032391548157,0.06738890707492828,0.9983259439468384
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,091-120,106,2,27470,0.6683565318584442,0.6788998544216156,0.689443176984787,0.6657207012176514,0.6788998544216156,0.6920790076255798,0.4834844619035721,0.7963599562644958,0.08385537564754486,0.9017029404640198
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,121-150,136,5,67312,0.6559478044509888,0.6666666865348816,0.7506529569625855,0.6559478044509888,0.6666666865348816,0.7954660654067993,0.5249175429344177,0.7839123010635376,0.24383863806724548,0.9132648706436157
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,151-180,166,1,13912,0.8848481774330139,0.8848481774330139,0.8848481774330139,0.8848481774330139,0.8848481774330139,0.8848481774330139,0.8342030644416809,0.9121198058128357,0.4088924825191498,0.9359999895095825
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,181-210,196,7,89757,0.7906074285507202,0.8710889220237732,0.8860000848770142,0.6900835633277893,0.8710889220237732,0.8880645632743835,0.8198497295379639,0.9001280069351196,-0.3733731806278229,0.9363759160041809
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,211-240,226,9,125208,0.8370775699615478,0.8735193014144897,0.8915500044822693,0.7986953258514404,0.8735193014144897,0.8924652934074402,0.8266130685806274,0.899604082107544,0.36241087317466736,0.9441094398498535
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,241-270,256,2,27824,0.8592157959938049,0.8684118390083313,0.8776078820228577,0.8569167852401733,0.8684118390083313,0.8799068927764893,0.8198575377464294,0.8921025097370148,0.40860387682914734,0.9300234317779541
